kfold-test,kfold-validation,model,0,1,2,3,4,5,is_test,evaluation,evaluate_method
0,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.3818301514154049,0.19815668202764977,0.2119815668202765,0.2988808426596445,0.37656352863726134,0.4726793943383805,True,train,Accuracy
0,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.3868421052631579,0.15,0.18421052631578946,0.26052631578947366,0.3157894736842105,0.4473684210526316,True,test,Accuracy
1,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.38117182356813695,0.1836734693877551,0.19815668202764977,0.3054641211323239,0.3647136273864384,0.48452929558920343,True,train,Accuracy
1,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.35526315789473684,0.15,0.17105263157894737,0.23684210526315788,0.35,0.5,True,test,Accuracy
2,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.3739302172481896,0.19486504279131006,0.1968400263331139,0.293614219881501,0.3726135615536537,0.4726793943383805,True,train,Accuracy
2,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.3736842105263158,0.15,0.1736842105263158,0.2657894736842105,0.35526315789473684,0.44473684210526315,True,test,Accuracy
3,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.3778801843317972,0.18630678077682686,0.21132323897300856,0.29624753127057274,0.3785385121790652,0.4878209348255431,True,train,Accuracy
3,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.36578947368421055,0.1736842105263158,0.15263157894736842,0.2710526315789474,0.3078947368421053,0.46842105263157896,True,test,Accuracy
4,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.3868421052631579,0.18552631578947368,0.18947368421052632,0.2835526315789474,0.36644736842105263,0.48289473684210527,True,train,Accuracy
4,,"SVMModel{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.3720316622691293,0.17150395778364116,0.17678100263852242,0.32717678100263853,0.35883905013192613,0.49340369393139843,True,test,Accuracy
