kfold-test,kfold-validation,model,0,1,2,3,4,5,is_test,evaluation,evaluate_method
0,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.7452271231073074,0.6688610928242265,0.6774193548387096,0.7254772876892692,0.7807768268597761,0.8466096115865701,True,train,Accuracy
0,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.4131578947368421,0.17894736842105263,0.21842105263157896,0.25526315789473686,0.31842105263157894,0.5078947368421053,True,test,Accuracy
1,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.7419354838709677,0.6642527978933509,0.6708360763660303,0.7123107307439105,0.7695852534562212,0.8360763660302831,True,train,Accuracy
1,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.40789473684210525,0.16052631578947368,0.1868421052631579,0.23157894736842105,0.35789473684210527,0.5394736842105263,True,test,Accuracy
2,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.7511520737327189,0.6668861092824226,0.6807109940750494,0.7261356155365372,0.7656352863726136,0.8380513495720869,True,train,Accuracy
2,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.4236842105263158,0.17894736842105263,0.19210526315789472,0.2657894736842105,0.34210526315789475,0.49736842105263157,True,test,Accuracy
3,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.7518104015799868,0.6675444371296906,0.6793943383805134,0.7136273864384464,0.7788018433179723,0.8327847267939433,True,train,Accuracy
3,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.39473684210526316,0.17894736842105263,0.18947368421052632,0.2710526315789474,0.3526315789473684,0.48947368421052634,True,test,Accuracy
4,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.7453947368421052,0.6796052631578947,0.6657894736842105,0.718421052631579,0.7743421052631579,0.8342105263157895,True,train,Accuracy
4,,"SVMModel{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.41952506596306066,0.21372031662269128,0.19525065963060687,0.3007915567282322,0.39050131926121373,0.5461741424802111,True,test,Accuracy
